ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX103704,CUST005097,2026-05-01,Account Access,Social Media,6.2,,When will my refund for the returned item be processed?
TIX103705,CUST001799,2025-02-27,Delivery Delay,Live Chat,7.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103706,CUST000273,2025-05-07,Delivery Delay,Live Chat,0.4,,"I can't log into my account, it says my password is invalid."
TIX103707,CUST001007,2025-01-21,Damaged Item,Phone,27.8,3.0,"I want to return this item, it doesn't fit as expected."
TIX103708,CUST001831,2024-10-08,Delivery Delay,Email,12.0,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103709,CUST003854,2026-03-20,Refund Status,Email,3.3,4.0,"I can't log into my account, it says my password is invalid."
TIX103710,CUST003262,2026-06-08,Account Access,Phone,17.9,4.0,"I can't log into my account, it says my password is invalid."
TIX103711,CUST004088,2025-06-03,Product Question,Phone,2.3,4.0,"I want to return this item, it doesn't fit as expected."
TIX103712,CUST001812,2025-03-24,Refund Status,Social Media,11.3,5.0,My order ORD104924 still hasn't arrived and it's been over a week.
TIX103713,CUST003874,2026-01-26,Product Question,Phone,2.6,5.0,"I was charged twice for order ORD119856, please refund the duplicate charge."
TIX103714,CUST000834,2024-12-05,Refund Status,Phone,20.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103715,CUST002941,2025-07-07,Refund Status,Email,3.8,5.0,"I was charged twice for order ORD127777, please refund the duplicate charge."
TIX103716,CUST000980,2024-10-17,Damaged Item,Email,55.4,,My order ORD101345 still hasn't arrived and it's been over a week.
TIX103717,CUST005415,2025-10-28,Damaged Item,Social Media,16.6,4.0,"Great service, just wanted to confirm my order status."
TIX103718,CUST000868,2025-05-27,Product Question,Live Chat,0.4,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103719,CUST003485,2025-01-01,Delivery Delay,Live Chat,9.8,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103720,CUST004756,2026-01-24,Account Access,Social Media,3.1,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103721,CUST001842,2024-10-17,Billing Issue,Email,16.7,4.0,"Great service, just wanted to confirm my order status."
TIX103722,CUST000111,2026-06-30,Delivery Delay,Social Media,26.1,2.0,"I want to return this item, it doesn't fit as expected."
TIX103723,CUST001577,2026-05-12,Billing Issue,Email,6.6,,"I want to return this item, it doesn't fit as expected."
TIX103724,CUST003064,2026-06-30,Billing Issue,Live Chat,20.3,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103725,CUST000029,2025-11-24,Damaged Item,Email,36.9,3.0,"Great service, just wanted to confirm my order status."
TIX103726,CUST000334,2025-07-31,Refund Status,Social Media,42.4,4.0,"I want to return this item, it doesn't fit as expected."
TIX103727,CUST000080,2026-01-24,Wrong Item Shipped,Social Media,2.4,4.0,"I was charged twice for order ORD102548, please refund the duplicate charge."
TIX103728,CUST002113,2025-03-25,Return Request,Phone,7.9,,Can you tell me the warranty period on this product?
TIX103729,CUST002130,2024-12-25,Product Question,Social Media,5.7,4.0,"I can't log into my account, it says my password is invalid."
TIX103730,CUST002504,2024-11-28,Product Question,Email,15.2,5.0,When will my refund for the returned item be processed?
TIX103731,CUST004915,2026-04-01,Return Request,Email,30.5,5.0,"I was charged twice for order ORD100399, please refund the duplicate charge."
TIX103732,CUST002561,2025-04-28,Delivery Delay,Live Chat,18.6,3.0,My order ORD112518 still hasn't arrived and it's been over a week.
TIX103733,CUST005108,2024-10-26,Wrong Item Shipped,Live Chat,73.4,2.0,My order ORD112203 still hasn't arrived and it's been over a week.
TIX103734,CUST004369,2025-11-10,Delivery Delay,Social Media,0.7,4.0,"Great service, just wanted to confirm my order status."
TIX103735,CUST000418,2025-01-28,Refund Status,Social Media,4.0,5.0,"I was charged twice for order ORD110155, please refund the duplicate charge."
TIX103736,CUST002359,2025-10-21,Account Access,Live Chat,34.3,,"I can't log into my account, it says my password is invalid."
TIX103737,CUST005412,2025-07-18,Product Question,Social Media,9.0,4.0,Can you tell me the warranty period on this product?
TIX103738,CUST000889,2026-05-18,Wrong Item Shipped,Email,27.2,1.0,"I can't log into my account, it says my password is invalid."
TIX103739,CUST001856,2025-12-06,Delivery Delay,Phone,64.2,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103740,CUST003170,2025-01-22,Refund Status,Social Media,16.1,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103741,CUST002028,2024-12-03,Account Access,Social Media,19.7,5.0,"I was charged twice for order ORD117127, please refund the duplicate charge."
TIX103742,CUST000134,2025-05-13,Account Access,Social Media,8.7,4.0,  the delivery guy left my package outside in the rain!!  
TIX103743,CUST000514,2025-04-17,Account Access,Social Media,41.3,,When will my refund for the returned item be processed?
TIX103744,CUST001158,2024-09-29,Billing Issue,Live Chat,20.0,5.0,When will my refund for the returned item be processed?
TIX103745,CUST003543,2025-03-27,Billing Issue,Social Media,16.7,,"Great service, just wanted to confirm my order status."
TIX103746,CUST004786,2024-11-19,Damaged Item,Email,0.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX103747,CUST000755,2026-04-01,Refund Status,Social Media,12.3,5.0,My order ORD118790 still hasn't arrived and it's been over a week.
TIX103748,CUST000865,2026-02-02,Wrong Item Shipped,Phone,95.7,4.0,"I was charged twice for order ORD123892, please refund the duplicate charge."
TIX103749,CUST002578,2026-04-17,Delivery Delay,Email,10.7,2.0,When will my refund for the returned item be processed?
TIX103750,CUST003303,2025-08-01,Account Access,Live Chat,56.7,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103751,CUST000657,2026-03-09,Damaged Item,Phone,71.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103752,CUST003456,2025-09-24,Wrong Item Shipped,Email,374.0,,My order ORD109402 still hasn't arrived and it's been over a week.
TIX103753,CUST003037,2025-04-12,Wrong Item Shipped,Phone,6.4,2.0,"Great service, just wanted to confirm my order status."
TIX103754,CUST004380,2025-02-16,Product Question,Social Media,3.9,,"Wrong item was shipped to me, I ordered a different color."
TIX103755,CUST004980,2024-09-08,Billing Issue,Social Media,14.2,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103756,CUST001851,2026-06-21,Damaged Item,Social Media,2.0,3.0,"I can't log into my account, it says my password is invalid."
TIX103757,CUST005223,2025-04-06,Account Access,Live Chat,12.7,5.0,"I want to return this item, it doesn't fit as expected."
TIX103758,CUST002501,2025-12-25,Product Question,Email,19.3,,When will my refund for the returned item be processed?
TIX103759,CUST004914,2026-06-14,Refund Status,Phone,10.4,3.0,  the delivery guy left my package outside in the rain!!  
TIX103760,CUST003047,2024-09-18,Account Access,Email,2.9,4.0,Can you tell me the warranty period on this product?
TIX103761,CUST001877,2024-09-28,Return Request,Social Media,29.5,5.0,"Great service, just wanted to confirm my order status."
TIX103762,CUST001962,2025-03-28,Return Request,Phone,14.0,4.0,"I was charged twice for order ORD104333, please refund the duplicate charge."
TIX103763,CUST002066,2025-12-04,Product Question,Live Chat,5.7,5.0,"Great service, just wanted to confirm my order status."
TIX103764,CUST000872,2025-07-21,Account Access,Social Media,0.3,5.0,"I was charged twice for order ORD104860, please refund the duplicate charge."
TIX103765,CUST003025,2024-12-14,Account Access,Email,14.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103766,CUST004246,2025-05-10,Product Question,Social Media,26.2,5.0,"Great service, just wanted to confirm my order status."
TIX103767,CUST003400,2025-12-23,Product Question,Phone,8.1,3.0,"I was charged twice for order ORD102262, please refund the duplicate charge."
TIX103768,CUST003027,2024-12-07,Delivery Delay,Live Chat,19.5,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103769,CUST005890,2026-03-25,Billing Issue,Social Media,28.6,5.0,  the delivery guy left my package outside in the rain!!  
TIX103770,CUST005190,2026-05-10,Return Request,Phone,11.4,5.0,When will my refund for the returned item be processed?
TIX103771,CUST003818,2026-04-16,Return Request,Social Media,5.7,,"I can't log into my account, it says my password is invalid."
TIX103772,CUST004301,2025-08-27,Account Access,Email,9.6,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103773,CUST002339,2024-12-24,Return Request,Email,25.8,5.0,"Great service, just wanted to confirm my order status."
TIX103774,CUST001261,2025-02-10,Wrong Item Shipped,Social Media,4.4,5.0,Can you tell me the warranty period on this product?
TIX103775,CUST005489,2025-12-02,Billing Issue,Live Chat,5.3,5.0,When will my refund for the returned item be processed?
TIX103776,CUST002711,2024-12-25,Product Question,Phone,8.0,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103777,CUST000281,2026-06-20,Refund Status,Live Chat,17.8,3.0,"I want to return this item, it doesn't fit as expected."
TIX103778,CUST000303,2024-12-24,Refund Status,Live Chat,5.0,4.0,When will my refund for the returned item be processed?
TIX103779,CUST004256,2025-03-12,Return Request,Live Chat,12.3,,"Great service, just wanted to confirm my order status."
TIX103780,CUST001293,2024-11-17,Account Access,Live Chat,18.1,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103781,CUST001050,2025-03-10,Account Access,Social Media,13.3,3.0,Can you tell me the warranty period on this product?
TIX103782,CUST000445,2025-04-18,Delivery Delay,Phone,0.1,4.0,Can you tell me the warranty period on this product?
TIX103783,CUST005585,2024-11-07,Account Access,Social Media,12.5,5.0,"Great service, just wanted to confirm my order status."
TIX103784,CUST004081,2024-12-03,Return Request,Live Chat,7.9,4.0,"Great service, just wanted to confirm my order status."
TIX103785,CUST004883,2025-06-28,Wrong Item Shipped,Social Media,0.8,3.0,  the delivery guy left my package outside in the rain!!  
TIX103786,CUST003820,2025-02-25,Delivery Delay,Live Chat,44.4,3.0,My order ORD103221 still hasn't arrived and it's been over a week.
TIX103787,CUST000541,2025-10-27,Return Request,Live Chat,18.9,1.0,"Great service, just wanted to confirm my order status."
TIX103788,CUST002455,2025-10-20,Return Request,Phone,44.0,4.0,"I can't log into my account, it says my password is invalid."
TIX103789,CUST004732,2025-05-06,Refund Status,Phone,6.6,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103790,CUST003908,2026-02-27,Refund Status,Live Chat,46.4,4.0,"Great service, just wanted to confirm my order status."
TIX103791,CUST004000,2026-04-23,Return Request,Social Media,10.5,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103792,CUST000563,2025-06-09,Refund Status,Social Media,7.0,5.0,Can you tell me the warranty period on this product?
TIX103793,CUST003937,2024-11-05,Wrong Item Shipped,Phone,33.2,,"Wrong item was shipped to me, I ordered a different color."
TIX103794,CUST000403,2025-05-12,Damaged Item,Social Media,0.8,2.0,"I can't log into my account, it says my password is invalid."
TIX103795,CUST003447,2025-05-15,Refund Status,Email,23.7,3.0,Can you tell me the warranty period on this product?
TIX103796,CUST005335,2024-11-26,Product Question,Live Chat,36.0,4.0,"I was charged twice for order ORD121731, please refund the duplicate charge."
TIX103797,CUST004925,2025-10-20,Wrong Item Shipped,Email,36.9,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103798,CUST002504,2026-03-24,Return Request,Phone,0.6,5.0,My order ORD123870 still hasn't arrived and it's been over a week.
TIX103799,CUST001818,2025-06-01,Return Request,Live Chat,38.4,,"Great service, just wanted to confirm my order status."
TIX103800,CUST004655,2025-06-17,Billing Issue,Email,22.6,3.0,"I was charged twice for order ORD103939, please refund the duplicate charge."
TIX103801,CUST005535,2026-03-23,Damaged Item,Live Chat,33.6,3.0,When will my refund for the returned item be processed?
TIX103802,CUST000609,2024-10-29,Damaged Item,Social Media,19.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX103803,CUST001801,2026-04-23,Return Request,Live Chat,24.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX103804,CUST001478,2025-11-16,Product Question,Phone,17.3,2.0,"I was charged twice for order ORD114317, please refund the duplicate charge."
TIX103805,CUST002534,2025-09-20,Refund Status,Email,11.5,,"Wrong item was shipped to me, I ordered a different color."
TIX103806,CUST004202,2026-05-31,Wrong Item Shipped,Social Media,47.5,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103807,CUST001761,2025-08-25,Damaged Item,Live Chat,2.1,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103808,CUST004640,2026-04-25,Account Access,Email,1.2,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103809,CUST005283,2026-03-10,Account Access,Live Chat,19.7,3.0,My order ORD122914 still hasn't arrived and it's been over a week.
TIX103810,CUST002118,2025-12-14,Damaged Item,Live Chat,20.2,4.0,  the delivery guy left my package outside in the rain!!  
TIX103811,CUST002905,2026-03-15,Product Question,Phone,33.2,4.0,"Great service, just wanted to confirm my order status."
TIX103812,CUST003572,2025-10-05,Return Request,Social Media,18.8,2.0,"The item I received was damaged during shipping, need a replacement."
TIX103813,CUST003728,2026-05-16,Delivery Delay,Email,1.6,1.0,Can you tell me the warranty period on this product?
TIX103814,CUST004314,2024-12-17,Refund Status,Social Media,38.1,2.0,"I want to return this item, it doesn't fit as expected."
TIX103815,CUST005031,2024-10-14,Account Access,Phone,1.9,5.0,When will my refund for the returned item be processed?
TIX103816,CUST003587,2024-09-23,Delivery Delay,Live Chat,10.7,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103817,CUST001747,2024-10-21,Return Request,Phone,17.9,3.0,"I can't log into my account, it says my password is invalid."
TIX103818,CUST005949,2026-02-11,Delivery Delay,Email,18.0,5.0,My order ORD101777 still hasn't arrived and it's been over a week.
TIX103819,CUST003918,2025-07-14,Refund Status,Phone,10.7,5.0,  the delivery guy left my package outside in the rain!!  
TIX103820,CUST004486,2025-01-23,Refund Status,Phone,7.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX103821,CUST005050,2025-11-06,Return Request,Social Media,6.4,,"Great service, just wanted to confirm my order status."
TIX103822,CUST005219,2026-04-17,Return Request,Phone,65.3,3.0,When will my refund for the returned item be processed?
TIX103823,CUST003922,2025-03-04,Damaged Item,Live Chat,7.5,5.0,"I can't log into my account, it says my password is invalid."
TIX103824,CUST005051,2026-05-17,Delivery Delay,Phone,15.7,2.0,"I want to return this item, it doesn't fit as expected."
TIX103825,CUST000949,2025-10-27,Return Request,Email,15.6,2.0,"I was charged twice for order ORD121817, please refund the duplicate charge."
TIX103826,CUST003289,2024-11-10,Product Question,Live Chat,15.2,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103827,CUST001497,2024-12-21,Product Question,Phone,17.5,3.0,  the delivery guy left my package outside in the rain!!  
TIX103828,CUST002347,2025-06-13,Damaged Item,Social Media,5.5,4.0,"I was charged twice for order ORD112700, please refund the duplicate charge."
TIX103829,CUST001270,2026-05-29,Billing Issue,Live Chat,7.4,3.0,"Great service, just wanted to confirm my order status."
TIX103830,CUST005679,2026-04-17,Billing Issue,Live Chat,1.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103831,CUST004837,2025-04-03,Delivery Delay,Phone,15.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX103832,CUST004777,2026-01-27,Billing Issue,Social Media,4.9,,"I can't log into my account, it says my password is invalid."
TIX103833,CUST003717,2024-12-28,Delivery Delay,Live Chat,3.4,4.0,"I can't log into my account, it says my password is invalid."
TIX103834,CUST000222,2026-01-15,Damaged Item,Social Media,32.3,4.0,"I was charged twice for order ORD106347, please refund the duplicate charge."
TIX103835,CUST003590,2024-11-11,Refund Status,Live Chat,15.7,5.0,Can you tell me the warranty period on this product?
TIX103836,CUST004831,2026-02-18,Wrong Item Shipped,Phone,14.7,,"I want to return this item, it doesn't fit as expected."
TIX103837,CUST003150,2025-01-03,Account Access,Phone,3.1,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103838,CUST002976,2025-07-04,Delivery Delay,Phone,10.6,5.0,When will my refund for the returned item be processed?
TIX103839,CUST001393,2025-12-13,Delivery Delay,Email,14.6,4.0,"Great service, just wanted to confirm my order status."
TIX103840,CUST004403,2025-09-27,Delivery Delay,Phone,10.4,4.0,Can you tell me the warranty period on this product?
TIX103841,CUST005305,2025-12-10,Damaged Item,Phone,13.7,3.0,Can you tell me the warranty period on this product?
TIX103842,CUST003422,2026-01-29,Wrong Item Shipped,Email,0.3,4.0,"I was charged twice for order ORD111004, please refund the duplicate charge."
TIX103843,CUST005759,2026-01-09,Wrong Item Shipped,Live Chat,4.0,4.0,"Great service, just wanted to confirm my order status."
TIX103844,CUST000832,2025-12-14,Account Access,Social Media,4.4,3.0,"Great service, just wanted to confirm my order status."
TIX103845,CUST001115,2025-03-10,Damaged Item,Social Media,8.6,5.0,My order ORD122761 still hasn't arrived and it's been over a week.
TIX103846,CUST002048,2026-02-06,Product Question,Social Media,50.9,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103847,CUST003447,2024-11-23,Delivery Delay,Phone,14.0,2.0,"I want to return this item, it doesn't fit as expected."
TIX103848,CUST001940,2024-11-15,Damaged Item,Email,5.3,5.0,"I want to return this item, it doesn't fit as expected."
TIX103849,CUST004472,2025-12-14,Product Question,Phone,22.7,5.0,"I was charged twice for order ORD107577, please refund the duplicate charge."
TIX103850,CUST002678,2025-09-12,Damaged Item,Email,4.4,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103851,CUST001968,2025-01-31,Return Request,Live Chat,3.1,5.0,"I was charged twice for order ORD122160, please refund the duplicate charge."
TIX103852,CUST003085,2025-03-27,Wrong Item Shipped,Live Chat,6.4,4.0,"Great service, just wanted to confirm my order status."
TIX103853,CUST002630,2025-07-03,Wrong Item Shipped,Live Chat,6.2,5.0,Can you tell me the warranty period on this product?
TIX103854,CUST000099,2026-05-28,Product Question,Social Media,9.8,4.0,"I was charged twice for order ORD104209, please refund the duplicate charge."
TIX103855,CUST002276,2025-04-10,Wrong Item Shipped,Social Media,22.6,5.0,Can you tell me the warranty period on this product?
TIX103856,CUST002635,2026-01-02,Damaged Item,Social Media,15.6,5.0,  the delivery guy left my package outside in the rain!!  
TIX103857,CUST005826,2026-02-11,Return Request,Live Chat,12.2,3.0,"I want to return this item, it doesn't fit as expected."
TIX103858,CUST005785,2025-02-13,Account Access,Live Chat,53.4,,"I want to return this item, it doesn't fit as expected."
TIX103859,CUST003781,2026-05-23,Billing Issue,Social Media,0.6,3.0,"Great service, just wanted to confirm my order status."
TIX103860,CUST005530,2025-01-24,Return Request,Social Media,9.3,,  the delivery guy left my package outside in the rain!!  
TIX103861,CUST000658,2025-02-23,Account Access,Phone,20.8,2.0,Can you tell me the warranty period on this product?
TIX103862,CUST004700,2025-09-23,Product Question,Phone,7.0,3.0,"I was charged twice for order ORD103688, please refund the duplicate charge."
TIX103863,CUST004931,2026-02-05,Wrong Item Shipped,Email,11.6,,  the delivery guy left my package outside in the rain!!  
TIX103864,CUST002352,2026-05-09,Delivery Delay,Live Chat,0.5,5.0,"Great service, just wanted to confirm my order status."
TIX103865,CUST001911,2025-12-19,Product Question,Live Chat,4.1,5.0,"I was charged twice for order ORD119408, please refund the duplicate charge."
TIX103866,CUST003666,2025-08-30,Return Request,Social Media,1.5,4.0,"I was charged twice for order ORD114493, please refund the duplicate charge."
TIX103867,CUST000067,2025-05-07,Wrong Item Shipped,Phone,63.5,4.0,"I want to return this item, it doesn't fit as expected."
TIX103868,CUST005578,2025-05-19,Billing Issue,Email,24.6,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103869,CUST003070,2024-12-31,Damaged Item,Social Media,19.1,4.0,"I was charged twice for order ORD106107, please refund the duplicate charge."
TIX103870,CUST000168,2026-06-14,Delivery Delay,Live Chat,0.0,3.0,"I was charged twice for order ORD111532, please refund the duplicate charge."
TIX103871,CUST002111,2025-06-17,Damaged Item,Social Media,11.3,4.0,  the delivery guy left my package outside in the rain!!  
TIX103872,CUST004849,2024-10-16,Damaged Item,Social Media,22.2,,"Great service, just wanted to confirm my order status."
TIX103873,CUST000058,2024-09-12,Delivery Delay,Social Media,16.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX103874,CUST003285,2024-11-10,Billing Issue,Phone,13.0,5.0,"I want to return this item, it doesn't fit as expected."
TIX103875,CUST002573,2025-09-05,Damaged Item,Social Media,31.8,4.0,  the delivery guy left my package outside in the rain!!  
TIX103876,CUST000211,2025-11-25,Billing Issue,Social Media,7.3,5.0,My order ORD104504 still hasn't arrived and it's been over a week.
TIX103877,CUST002786,2025-02-04,Billing Issue,Social Media,32.9,5.0,Can you tell me the warranty period on this product?
TIX103878,CUST002802,2025-10-12,Account Access,Live Chat,8.8,4.0,"I was charged twice for order ORD125135, please refund the duplicate charge."
TIX103879,CUST002518,2025-02-27,Wrong Item Shipped,Email,15.6,4.0,"I was charged twice for order ORD102652, please refund the duplicate charge."
TIX103880,CUST002579,2025-04-01,Product Question,Live Chat,13.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103881,CUST000393,2026-01-21,Refund Status,Phone,9.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103882,CUST002581,2025-12-22,Delivery Delay,Email,5.6,4.0,My order ORD101834 still hasn't arrived and it's been over a week.
TIX103883,CUST003618,2024-12-14,Refund Status,Social Media,10.7,,"Wrong item was shipped to me, I ordered a different color."
TIX103884,CUST002782,2025-07-17,Account Access,Social Media,2.3,4.0,"I was charged twice for order ORD124307, please refund the duplicate charge."
TIX103885,CUST002632,2025-10-17,Damaged Item,Social Media,7.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103886,CUST001291,2026-05-23,Return Request,Phone,15.6,4.0,Can you tell me the warranty period on this product?
TIX103887,CUST002467,2025-11-18,Product Question,Email,1.1,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103888,CUST001275,2026-04-15,Refund Status,Phone,24.5,5.0,My order ORD122429 still hasn't arrived and it's been over a week.
TIX103889,CUST001489,2025-08-29,Refund Status,Phone,15.1,5.0,My order ORD107043 still hasn't arrived and it's been over a week.
TIX103890,CUST005097,2024-11-23,Wrong Item Shipped,Social Media,60.3,5.0,"Great service, just wanted to confirm my order status."
TIX103891,CUST002682,2025-05-28,Product Question,Live Chat,1.7,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103892,CUST001089,2024-09-09,Wrong Item Shipped,Live Chat,4.6,,"I want to return this item, it doesn't fit as expected."
TIX103893,CUST003298,2026-03-30,Wrong Item Shipped,Email,13.9,5.0,  the delivery guy left my package outside in the rain!!  
TIX103894,CUST001153,2026-06-14,Product Question,Email,11.9,,When will my refund for the returned item be processed?
TIX103895,CUST001724,2026-01-25,Delivery Delay,Email,12.4,1.0,"The item I received was damaged during shipping, need a replacement."
TIX103896,CUST000495,2026-04-02,Account Access,Live Chat,7.5,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103897,CUST003563,2026-03-26,Return Request,Live Chat,36.2,4.0,When will my refund for the returned item be processed?
TIX103898,CUST004903,2025-02-26,Account Access,Phone,0.9,2.0,"The item I received was damaged during shipping, need a replacement."
TIX103899,CUST001934,2025-07-23,Product Question,Email,37.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103900,CUST004885,2024-10-31,Billing Issue,Live Chat,27.0,4.0,"Great service, just wanted to confirm my order status."
TIX103901,CUST004761,2024-10-23,Delivery Delay,Live Chat,28.0,4.0,My order ORD118584 still hasn't arrived and it's been over a week.
TIX103902,CUST003752,2025-06-01,Return Request,Live Chat,43.4,5.0,"I was charged twice for order ORD112434, please refund the duplicate charge."
TIX103903,CUST002997,2025-07-26,Wrong Item Shipped,Phone,15.1,,Can you tell me the warranty period on this product?
TIX103904,CUST002312,2025-12-12,Refund Status,Live Chat,36.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103905,CUST003527,2025-05-23,Damaged Item,Email,9.3,5.0,My order ORD118282 still hasn't arrived and it's been over a week.
TIX103906,CUST005302,2024-12-24,Product Question,Email,20.8,,  the delivery guy left my package outside in the rain!!  
TIX103907,CUST001406,2025-03-26,Return Request,Email,6.5,2.0,  the delivery guy left my package outside in the rain!!  
TIX103908,CUST004340,2026-05-31,Return Request,Live Chat,29.6,,My order ORD115666 still hasn't arrived and it's been over a week.
TIX103909,CUST003826,2025-12-12,Refund Status,Phone,0.6,,My order ORD101187 still hasn't arrived and it's been over a week.
TIX103910,CUST004490,2025-05-11,Account Access,Phone,33.6,5.0,"I was charged twice for order ORD123831, please refund the duplicate charge."
TIX103911,CUST002705,2026-03-21,Account Access,Social Media,2.3,4.0,"I want to return this item, it doesn't fit as expected."
TIX103912,CUST000128,2025-12-13,Return Request,Email,3.1,5.0,"Great service, just wanted to confirm my order status."
TIX103913,CUST001773,2025-12-02,Damaged Item,Phone,25.4,1.0,"The item I received was damaged during shipping, need a replacement."
TIX103914,CUST005383,2025-03-14,Wrong Item Shipped,Social Media,4.9,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103915,CUST001225,2026-02-18,Billing Issue,Phone,12.2,5.0,My order ORD105064 still hasn't arrived and it's been over a week.
TIX103916,CUST001065,2025-06-22,Return Request,Phone,12.4,5.0,"I can't log into my account, it says my password is invalid."
TIX103917,CUST004662,2024-09-22,Billing Issue,Live Chat,8.5,3.0,  the delivery guy left my package outside in the rain!!  
TIX103918,CUST004421,2024-10-27,Delivery Delay,Phone,48.5,1.0,"Great service, just wanted to confirm my order status."
TIX103919,CUST002312,2025-03-04,Product Question,Live Chat,14.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX103920,CUST004542,2025-09-12,Return Request,Live Chat,22.7,1.0,"I can't log into my account, it says my password is invalid."
TIX103921,CUST005332,2025-07-30,Account Access,Social Media,39.8,5.0,"I want to return this item, it doesn't fit as expected."
TIX103922,CUST003768,2024-12-26,Billing Issue,Email,17.2,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103923,CUST000767,2025-12-26,Damaged Item,Email,21.4,5.0,"I was charged twice for order ORD125675, please refund the duplicate charge."
TIX103924,CUST000690,2024-11-13,Delivery Delay,Social Media,10.5,4.0,"Great service, just wanted to confirm my order status."
TIX103925,CUST005097,2026-02-13,Wrong Item Shipped,Email,97.1,5.0,My order ORD109607 still hasn't arrived and it's been over a week.
TIX103926,CUST000247,2025-06-09,Billing Issue,Social Media,26.9,4.0,"Great service, just wanted to confirm my order status."
TIX103927,CUST001584,2024-11-07,Billing Issue,Social Media,60.4,1.0,Can you tell me the warranty period on this product?
TIX103928,CUST003997,2025-02-15,Return Request,Live Chat,2.4,5.0,My order ORD116451 still hasn't arrived and it's been over a week.
TIX103929,CUST002165,2025-03-02,Account Access,Email,0.4,5.0,"I want to return this item, it doesn't fit as expected."
TIX103930,CUST001703,2025-07-03,Return Request,Live Chat,13.3,3.0,"I want to return this item, it doesn't fit as expected."
TIX103931,CUST002858,2025-06-08,Billing Issue,Social Media,23.7,5.0,  the delivery guy left my package outside in the rain!!  
TIX103932,CUST004614,2026-06-25,Delivery Delay,Social Media,32.2,5.0,My order ORD103614 still hasn't arrived and it's been over a week.
TIX103933,CUST001645,2025-10-04,Return Request,Social Media,34.0,5.0,When will my refund for the returned item be processed?
TIX103934,CUST000503,2025-10-01,Refund Status,Live Chat,6.1,4.0,Can you tell me the warranty period on this product?
TIX103935,CUST002697,2024-10-25,Account Access,Social Media,25.6,1.0,"I can't log into my account, it says my password is invalid."
TIX103936,CUST002624,2025-11-21,Account Access,Social Media,3.1,2.0,"The item I received was damaged during shipping, need a replacement."
TIX103937,CUST005843,2025-02-19,Return Request,Live Chat,13.2,3.0,"Great service, just wanted to confirm my order status."
TIX103938,CUST000725,2025-09-24,Refund Status,Social Media,4.8,3.0,  the delivery guy left my package outside in the rain!!  
TIX103939,CUST004501,2024-12-27,Product Question,Live Chat,4.7,5.0,  the delivery guy left my package outside in the rain!!  
TIX103940,CUST002767,2025-01-18,Return Request,Email,6.4,4.0,  the delivery guy left my package outside in the rain!!  
TIX103941,CUST000508,2025-04-09,Delivery Delay,Phone,6.6,5.0,"The item I received was damaged during shipping, need a replacement."
